Trip id,Starttime,Stoptime,Bikeid,Tripduration,From station id,From station name,To station id,To station name,Usertype
89019484,11/2/2019 12:16,11/3/2019 12:21,70365,86698,1033,Ivy St & Walnut St   ,1033,Ivy St & Walnut St   ,Subscriber
89023328,11/2/2019 13:49,11/4/2019 11:32,70010,164627,1006,Ross St & Sixth Ave (Steel Plaza T Station),1010,10th St & Penn Ave (David L. Lawrence Convention Center),Customer
89024936,11/2/2019 14:28,11/3/2019 10:29,70241,72062,1042,Centre Ave & Kirkpatrick St,1000,Liberty Ave & Stanwix St,Subscriber
89025192,11/2/2019 14:34,11/3/2019 9:08,70191,66808,1001,Forbes Ave & Market Square,1000,Liberty Ave & Stanwix St,Customer
89025289,11/2/2019 14:37,11/3/2019 9:09,70180,66748,1001,Forbes Ave & Market Square,1000,Liberty Ave & Stanwix St,Customer
89025312,11/2/2019 14:37,11/3/2019 9:10,70278,66748,49691,Liberty Ave & 6th St,1000,Liberty Ave & Stanwix St,Customer
89025572,11/2/2019 14:44,11/3/2019 9:28,70465,67444,1099,Forbes Ave & S Craig St,1024,S Negley Ave & Baum Blvd,Subscriber
89026210,11/2/2019 15:01,11/3/2019 7:57,70563,60965,1048,S 18th St & Sidney St,1084,Hot Metal St & Tunnel Blvd,Customer
89027226,11/2/2019 15:29,11/3/2019 10:37,70150,68900,1014,Ridge Ave & Brighton Rd (CCAC),,BIKE 70150,Customer
89027260,11/2/2019 15:30,11/2/2019 18:17,70104,10035,1039,Atwood St & Bates St,1088,Frazier St & Dawson St,Customer
89029045,11/2/2019 16:27,11/2/2019 17:12,70605,2664,1053,Hamilton Ave & Zodiac Way,1053,Hamilton Ave & Zodiac Way,Subscriber
89029801,11/2/2019 16:55,11/3/2019 14:40,70308,78266,1093,S Bouquet Ave & Sennott St,1038,Boulevard of the Allies & Parkview Ave,Customer
89029979,11/2/2019 17:03,11/2/2019 19:37,70398,9260,1008,Centre Ave & PPG Paints Arena,1008,Centre Ave & PPG Paints Arena,Customer
89031032,11/2/2019 17:41,11/2/2019 18:17,70549,2178,,BIKE 70549,1061,33rd St & Penn Ave,Customer
89031057,11/2/2019 17:42,11/2/2019 18:17,70016,2113,1056,Wood St & Sixth Ave,1061,33rd St & Penn Ave,Customer
89031077,11/2/2019 17:43,11/2/2019 18:17,70649,2083,1056,Wood St & Sixth Ave,1061,33rd St & Penn Ave,Customer
89031480,11/2/2019 17:57,11/2/2019 18:01,70639,273,1018,Butler St & Stanton Ave,1019,42nd St & Butler St,Subscriber
89031494,11/2/2019 17:57,11/2/2019 18:03,70444,343,49301,Centre Ave & N Craig St,1099,Forbes Ave & S Craig St,Subscriber
89031649,11/2/2019 18:03,11/2/2019 18:08,70362,309,1091,Semple St & Louisa St,1039,Atwood St & Bates St,Subscriber
89031722,11/2/2019 18:07,11/2/2019 18:13,70680,354,1069,Beacon St & Murray Ave,1069,Beacon St & Murray Ave,Subscriber
89032021,11/2/2019 18:19,11/2/2019 18:52,70680,1925,1069,Beacon St & Murray Ave,1007,Stevenson St & Forbes Ave,Subscriber
89032435,11/2/2019 18:36,11/2/2019 18:45,70656,566,49951,Butler St & 36th St,1016,17th St & Penn Ave,Subscriber
89032783,11/2/2019 18:50,11/2/2019 19:00,70144,609,49621,14th St & Penn Ave,1072,Glasshouse,Subscriber
89033380,11/2/2019 19:16,11/2/2019 19:34,70175,1088,1013,Isabella St & Federal St (PNC Park),49611,24th St & Smallman St,Customer
89033390,11/2/2019 19:16,11/2/2019 19:36,70603,1173,1013,Isabella St & Federal St (PNC Park),1059,Burns White Center at 3 Crossings,Customer
89033951,11/2/2019 19:42,11/2/2019 19:49,70658,409,1095,Schenley Dr & Forbes Ave (Schenley Plaza),,BIKE 70658,Subscriber
89034030,11/2/2019 19:46,11/2/2019 19:53,70575,443,1020,42nd & Penn Ave.,1018,Butler St & Stanton Ave,Customer
89034552,11/2/2019 20:11,11/2/2019 20:20,70658,596,,BIKE 70658,1084,Hot Metal St & Tunnel Blvd,Subscriber
89034910,11/2/2019 20:30,11/2/2019 20:56,70351,1558,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
89034968,11/2/2019 20:33,11/2/2019 20:56,70415,1359,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
89034969,11/2/2019 20:33,11/2/2019 20:55,70641,1340,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
89035009,11/2/2019 20:35,11/2/2019 20:56,70640,1212,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
89035088,11/2/2019 20:39,11/2/2019 21:26,70526,2789,1007,Stevenson St & Forbes Ave,1061,33rd St & Penn Ave,Subscriber
89035105,11/2/2019 20:40,11/2/2019 20:50,70116,591,1068,Forbes Ave & Murray Ave,1029,Alder St & S Highland Ave,Subscriber
89035813,11/2/2019 21:26,11/2/2019 21:36,70511,606,49691,Liberty Ave & 6th St,1056,Wood St & Sixth Ave,Subscriber
89035847,11/2/2019 21:29,11/2/2019 21:39,70526,611,1061,33rd St & Penn Ave,1019,42nd St & Butler St,Subscriber
89035879,11/2/2019 21:34,11/2/2019 21:41,70441,460,1020,42nd & Penn Ave.,1023,Liberty Ave & Baum Blvd,Subscriber
89035919,11/2/2019 21:36,11/2/2019 21:40,70091,260,1012,North Shore Trail & Fort Duquesne Bridge,1013,Isabella St & Federal St (PNC Park),Subscriber
89036008,11/2/2019 21:42,11/2/2019 21:50,70648,492,49691,Liberty Ave & 6th St,1056,Wood St & Sixth Ave,Customer
89036010,11/2/2019 21:42,11/2/2019 21:46,70257,221,1013,Isabella St & Federal St (PNC Park),1012,North Shore Trail & Fort Duquesne Bridge,Subscriber
89036047,11/2/2019 21:47,11/2/2019 21:58,70554,665,1021,Taylor St & Liberty Ave,1018,Butler St & Stanton Ave,Subscriber
89036053,11/2/2019 21:47,11/4/2019 9:45,70286,129447,1021,Taylor St & Liberty Ave,1018,Butler St & Stanton Ave,Customer
89036249,11/2/2019 22:03,11/2/2019 22:12,70673,492,1037,Frew St & Schenley Dr,1088,Frazier St & Dawson St,Subscriber
89036438,11/2/2019 22:21,11/2/2019 22:28,70221,401,1072,Glasshouse,1000,Liberty Ave & Stanwix St,Subscriber
89036469,11/2/2019 22:25,11/2/2019 22:59,70526,2070,1019,42nd St & Butler St,1037,Frew St & Schenley Dr,Subscriber
89036585,11/2/2019 22:38,11/2/2019 23:00,70097,1311,1072,Glasshouse,1014,Ridge Ave & Brighton Rd (CCAC),Subscriber
89036658,11/2/2019 22:45,11/2/2019 23:05,70459,1148,1032,Walnut St & College St,1032,Walnut St & College St,Subscriber
89036672,11/2/2019 22:47,11/2/2019 22:52,70445,316,1025,Penn Ave & N Fairmount St,1062,S Winebiddle St & Penn Ave,Customer
89036731,11/2/2019 22:55,11/2/2019 23:08,70441,747,1023,Liberty Ave & Baum Blvd,1019,42nd St & Butler St,Subscriber
89036756,11/2/2019 22:58,11/2/2019 23:08,70544,638,49921,W General Robinson St & Chuck Noll Way,1011,Fort Duquesne Blvd & 7th St,Customer
89036769,11/2/2019 22:59,11/2/2019 23:08,70538,503,49351,Penn Ave at The Village at Eastside,49401,Stanton Ave & N Negley Ave,Customer
89036801,11/2/2019 23:03,11/2/2019 23:20,70643,981,,BIKE 70643,1048,S 18th St & Sidney St,Customer
89036846,11/2/2019 23:09,11/2/2019 23:19,70046,651,1011,Fort Duquesne Blvd & 7th St,1017,21st St & Penn Ave,Customer
89036868,11/2/2019 23:10,11/2/2019 23:28,70446,1050,1022,Liberty Ave & S Millvale Ave (West Penn Hospital),1018,Butler St & Stanton Ave,Subscriber
89036958,11/2/2019 23:24,11/2/2019 23:35,70211,684,1069,Beacon St & Murray Ave,1038,Boulevard of the Allies & Parkview Ave,Subscriber
89037030,11/2/2019 23:34,11/2/2019 23:37,70433,147,49951,Butler St & 36th St,1061,33rd St & Penn Ave,Customer
89037045,11/2/2019 23:36,11/2/2019 23:50,70446,821,1018,Butler St & Stanton Ave,1021,Taylor St & Liberty Ave,Customer
89037050,11/2/2019 23:37,11/2/2019 23:49,70533,739,1018,Butler St & Stanton Ave,1021,Taylor St & Liberty Ave,Subscriber
89037305,11/3/2019 0:26,11/3/2019 0:41,70257,862,1012,North Shore Trail & Fort Duquesne Bridge,,BIKE 70257,Customer
89037314,11/3/2019 0:28,11/3/2019 0:42,70501,820,1012,North Shore Trail & Fort Duquesne Bridge,,BIKE 70501,Customer
89037320,11/3/2019 0:29,11/3/2019 0:40,70218,678,1012,North Shore Trail & Fort Duquesne Bridge,,BIKE 70218,Customer
89037459,11/3/2019 0:53,11/3/2019 1:05,70256,725,1020,42nd & Penn Ave.,1019,42nd St & Butler St,Subscriber
89037751,11/3/2019 1:40,11/3/2019 1:48,70549,505,1061,33rd St & Penn Ave,1017,21st St & Penn Ave,Subscriber
89037895,11/3/2019 1:57,11/3/2019 2:02,70646,313,1020,42nd & Penn Ave.,1021,Taylor St & Liberty Ave,Customer
89037914,11/3/2019 2:00,11/3/2019 2:11,70501,666,,BIKE 70501,1015,Federal St & E North Ave,Customer
89037920,11/3/2019 2:00,11/3/2019 2:18,70257,1097,,BIKE 70257,49921,W General Robinson St & Chuck Noll Way,Customer
89037930,11/3/2019 2:01,11/3/2019 2:22,70218,1231,,BIKE 70218,49921,W General Robinson St & Chuck Noll Way,Customer
89037936,11/3/2019 2:02,11/3/2019 2:15,70567,779,1021,Taylor St & Liberty Ave,1032,Walnut St & College St,Customer
89038930,11/3/2019 3:28,11/3/2019 3:32,70023,241,1043,S Millvale Ave & Centre Ave,,BIKE 70023,Subscriber
89042370,11/3/2019 5:36,11/3/2019 5:49,70257,769,49921,W General Robinson St & Chuck Noll Way,1015,Federal St & E North Ave,Customer
89043210,11/3/2019 5:56,11/3/2019 6:10,70642,820,,BIKE 70642,1015,Federal St & E North Ave,Subscriber
89046595,11/3/2019 7:10,11/3/2019 7:18,70542,460,1043,S Millvale Ave & Centre Ave,1026,Penn Ave & S Whitfield St,Subscriber
89046777,11/3/2019 7:14,11/3/2019 7:23,70423,549,1018,Butler St & Stanton Ave,1019,42nd St & Butler St,Subscriber
89049918,11/3/2019 8:15,11/3/2019 8:27,70533,716,1021,Taylor St & Liberty Ave,1025,Penn Ave & N Fairmount St,Subscriber
89051955,11/3/2019 8:51,11/3/2019 8:59,70397,472,1013,Isabella St & Federal St (PNC Park),1000,Liberty Ave & Stanwix St,Subscriber
89051996,11/3/2019 8:52,11/3/2019 9:17,70247,1515,1049,S 12th St & E Carson St,1044,Zulema St & Coltart Ave,Customer
89052842,11/3/2019 9:06,11/3/2019 9:12,70103,355,1054,Smithfield St & Fourth Ave,1049,S 12th St & E Carson St,Subscriber
89052879,11/3/2019 9:07,11/3/2019 10:02,70578,3301,1014,Ridge Ave & Brighton Rd (CCAC),1012,North Shore Trail & Fort Duquesne Bridge,Customer
89053010,11/3/2019 9:09,11/3/2019 9:52,70117,2552,49491,Liberty Ave & Fisk St,49641,11th St & Penn Ave,Customer
89053581,11/3/2019 9:20,11/3/2019 9:32,70487,723,1000,Liberty Ave & Stanwix St,1017,21st St & Penn Ave,Subscriber
89053646,11/3/2019 9:21,11/3/2019 9:24,70583,206,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1010,10th St & Penn Ave (David L. Lawrence Convention Center),Customer
89053798,11/3/2019 9:24,11/3/2019 9:33,70551,539,1022,Liberty Ave & S Millvale Ave (West Penn Hospital),1024,S Negley Ave & Baum Blvd,Subscriber
89054370,11/3/2019 9:34,11/3/2019 9:39,70250,303,49671,9th St & Penn Ave,1016,17th St & Penn Ave,Customer
89055241,11/3/2019 9:50,11/3/2019 9:54,70447,185,1070,Hobart St & Wightman St,49261,Wightman St & Forbes Ave,Subscriber
89055834,11/3/2019 10:03,11/3/2019 10:22,70577,1145,1024,S Negley Ave & Baum Blvd,1024,S Negley Ave & Baum Blvd,Customer
89055847,11/3/2019 10:03,11/3/2019 10:15,70584,764,1009,12th St & Penn Ave,1012,North Shore Trail & Fort Duquesne Bridge,Customer
89055937,11/3/2019 10:04,11/3/2019 10:13,70211,521,1038,Boulevard of the Allies & Parkview Ave,1099,Forbes Ave & S Craig St,Subscriber
89056012,11/3/2019 10:06,11/3/2019 10:21,70470,931,1024,S Negley Ave & Baum Blvd,1024,S Negley Ave & Baum Blvd,Customer
89056452,11/3/2019 10:15,11/3/2019 10:24,70488,562,49611,24th St & Smallman St,49641,11th St & Penn Ave,Subscriber
89056456,11/3/2019 10:15,11/3/2019 10:37,70050,1314,1016,17th St & Penn Ave,1000,Liberty Ave & Stanwix St,Subscriber
89056462,11/3/2019 10:15,11/3/2019 18:08,70249,28420,49651,Grant St & Strawberry Way,1001,Forbes Ave & Market Square,Customer
89056464,11/3/2019 10:15,11/3/2019 10:24,70295,548,49611,24th St & Smallman St,49641,11th St & Penn Ave,Customer
89056628,11/3/2019 10:18,11/3/2019 10:28,70551,608,1024,S Negley Ave & Baum Blvd,1022,Liberty Ave & S Millvale Ave (West Penn Hospital),Subscriber
89056669,11/3/2019 10:19,11/3/2019 10:24,70409,305,1043,S Millvale Ave & Centre Ave,49271,S Craig St & 5th Ave,Subscriber
89056686,11/3/2019 10:20,11/3/2019 10:32,70586,729,49651,Grant St & Strawberry Way,1001,Forbes Ave & Market Square,Customer
89057065,11/3/2019 10:27,11/3/2019 10:28,70631,83,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
89057069,11/3/2019 10:27,11/3/2019 10:38,70084,697,49431,Penn Ave & Negley Ave,1029,Alder St & S Highland Ave,Subscriber
89057097,11/3/2019 10:27,11/3/2019 10:28,70397,69,1000,Liberty Ave & Stanwix St,49711,First Ave & Stanwix St,Customer
89057531,11/3/2019 10:36,11/3/2019 10:46,70466,612,49701,Third Ave & Stanwix St,1016,17th St & Penn Ave,Subscriber
89057802,11/3/2019 10:41,11/3/2019 10:46,70288,286,1094,O'Hara St & Desoto St,1098,S Bellefield Ave & Filmore St,Subscriber
89057941,11/3/2019 10:44,11/3/2019 10:54,70333,592,49801,Microsoft,1016,17th St & Penn Ave,Customer
89057944,11/3/2019 10:44,11/3/2019 10:54,70314,595,49801,Microsoft,1016,17th St & Penn Ave,Customer
89058015,11/3/2019 10:45,11/3/2019 10:54,70533,529,1025,Penn Ave & N Fairmount St,1021,Taylor St & Liberty Ave,Subscriber
89058358,11/3/2019 10:52,11/3/2019 10:58,70638,334,49441,Roup Ave & Friendship Ave,1026,Penn Ave & S Whitfield St,Subscriber
89058393,11/3/2019 10:53,11/3/2019 11:02,70551,498,1022,Liberty Ave & S Millvale Ave (West Penn Hospital),1026,Penn Ave & S Whitfield St,Subscriber
89058458,11/3/2019 10:55,11/3/2019 11:02,70690,451,1023,Liberty Ave & Baum Blvd,1027,Shady Ave & Ellsworth Ave,Subscriber
89058461,11/3/2019 10:55,11/3/2019 16:39,70151,20679,49801,Microsoft,1061,33rd St & Penn Ave,Subscriber
89058533,11/3/2019 10:56,11/3/2019 14:07,70036,11413,1043,S Millvale Ave & Centre Ave,1043,S Millvale Ave & Centre Ave,Customer
89058657,11/3/2019 10:59,11/3/2019 11:03,70067,229,49731,Ross St & Fourth Ave,1001,Forbes Ave & Market Square,Subscriber
89058802,11/3/2019 11:02,11/3/2019 11:04,70664,113,49661,Seventh Ave & Liberty Ave,49661,Seventh Ave & Liberty Ave,Subscriber
89058814,11/3/2019 11:02,11/3/2019 11:18,70437,925,49661,Seventh Ave & Liberty Ave,49611,24th St & Smallman St,Customer
89058922,11/3/2019 11:04,11/3/2019 11:14,70250,562,1016,17th St & Penn Ave,1000,Liberty Ave & Stanwix St,Subscriber
89058951,11/3/2019 11:05,11/3/2019 13:18,70595,7961,1018,Butler St & Stanton Ave,1018,Butler St & Stanton Ave,Customer
89058952,11/3/2019 11:05,11/3/2019 13:18,70575,7992,1018,Butler St & Stanton Ave,1017,21st St & Penn Ave,Customer
89059046,11/3/2019 11:07,11/3/2019 11:17,70296,615,1028,Penn Ave & Putnam St (Bakery Square),49351,Penn Ave at The Village at Eastside,Customer
89059048,11/3/2019 11:07,11/3/2019 11:11,70574,260,4929,Ruskin Ave & Bigelow Blvd,1094,O'Hara St & Desoto St,Subscriber
89059072,11/3/2019 11:08,11/4/2019 14:15,70016,97650,1006,Ross St & Sixth Ave (Steel Plaza T Station),49691,Liberty Ave & 6th St,Customer
89059127,11/3/2019 11:09,11/3/2019 11:17,70488,503,49641,11th St & Penn Ave,49611,24th St & Smallman St,Subscriber
89059131,11/3/2019 11:09,11/3/2019 11:24,70144,897,1072,Glasshouse,1013,Isabella St & Federal St (PNC Park),Subscriber
89059210,11/3/2019 11:11,11/3/2019 11:18,70503,411,1088,Frazier St & Dawson St,1039,Atwood St & Bates St,Subscriber
89059329,11/3/2019 11:13,11/3/2019 13:20,70554,7570,1018,Butler St & Stanton Ave,1017,21st St & Penn Ave,Customer
89059388,11/3/2019 11:15,11/3/2019 11:20,70350,334,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
89059437,11/3/2019 11:16,11/3/2019 11:35,70379,1119,49621,14th St & Penn Ave,,BIKE 70379,Customer
89059456,11/3/2019 11:16,11/3/2019 11:52,70640,2115,1045,S 27th St & Sidney St. (Southside Works),1012,North Shore Trail & Fort Duquesne Bridge,Customer
89059467,11/3/2019 11:17,11/3/2019 11:18,70143,109,49621,14th St & Penn Ave,49621,14th St & Penn Ave,Customer
89059539,11/3/2019 11:18,11/3/2019 11:53,70351,2110,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
89059653,11/3/2019 11:20,11/3/2019 11:35,70646,931,1021,Taylor St & Liberty Ave,1032,Walnut St & College St,Subscriber
89059693,11/3/2019 11:21,11/3/2019 11:38,70143,1058,49621,14th St & Penn Ave,,BIKE 70143,Customer
89059730,11/3/2019 11:21,11/3/2019 12:36,70415,4484,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
89059862,11/3/2019 11:24,11/3/2019 12:36,70641,4298,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
89060180,11/3/2019 11:31,11/3/2019 11:34,70519,207,1016,17th St & Penn Ave,1016,17th St & Penn Ave,Subscriber
89060497,11/3/2019 11:38,11/3/2019 11:51,70379,783,,BIKE 70379,49621,14th St & Penn Ave,Customer
89060613,11/3/2019 11:41,11/3/2019 11:51,70143,625,,BIKE 70143,49621,14th St & Penn Ave,Customer
89060720,11/3/2019 11:43,11/3/2019 11:52,70467,524,49351,Penn Ave at The Village at Eastside,1028,Penn Ave & Putnam St (Bakery Square),Customer
89060732,11/3/2019 11:43,11/3/2019 11:51,70296,504,49351,Penn Ave at The Village at Eastside,1028,Penn Ave & Putnam St (Bakery Square),Subscriber
89060833,11/3/2019 11:45,11/3/2019 11:55,70352,559,49711,First Ave & Stanwix St,1013,Isabella St & Federal St (PNC Park),Customer
89061169,11/3/2019 11:52,11/3/2019 12:00,70553,502,49611,24th St & Smallman St,1011,Fort Duquesne Blvd & 7th St,Customer
89061188,11/3/2019 11:52,11/3/2019 12:06,70340,801,1032,Walnut St & College St,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Subscriber
89061241,11/3/2019 11:53,11/3/2019 12:00,70337,421,49301,Centre Ave & N Craig St,1040,O'Hara St and University Place (Soldiers and Sailors Memorial),Subscriber
89062053,11/3/2019 12:11,11/3/2019 12:25,70339,801,1027,Shady Ave & Ellsworth Ave,1023,Liberty Ave & Baum Blvd,Subscriber
89062134,11/3/2019 12:13,11/3/2019 12:32,70277,1148,1019,42nd St & Butler St,1013,Isabella St & Federal St (PNC Park),Customer
89062568,11/3/2019 12:23,11/3/2019 12:33,70587,573,49691,Liberty Ave & 6th St,1016,17th St & Penn Ave,Subscriber
89062579,11/3/2019 12:23,11/3/2019 12:33,70422,575,6666,Missing,1016,17th St & Penn Ave,Customer
89062660,11/3/2019 12:25,11/3/2019 12:30,70127,317,49261,Wightman St & Forbes Ave,1070,Hobart St & Wightman St,Subscriber
89062680,11/3/2019 12:25,11/3/2019 12:28,70445,155,1062,S Winebiddle St & Penn Ave,1062,S Winebiddle St & Penn Ave,Customer
89062748,11/3/2019 12:27,11/3/2019 12:42,70340,897,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),1033,Ivy St & Walnut St   ,Subscriber
89062809,11/3/2019 12:29,11/3/2019 12:31,70663,128,1022,Liberty Ave & S Millvale Ave (West Penn Hospital),1062,S Winebiddle St & Penn Ave,Customer
89063039,11/3/2019 12:34,11/3/2019 13:03,70663,1749,1062,S Winebiddle St & Penn Ave,1012,North Shore Trail & Fort Duquesne Bridge,Customer
89063337,11/3/2019 12:40,11/3/2019 12:55,70247,880,1044,Zulema St & Coltart Ave,1047,S 22nd St & E Carson St,Customer
89063357,11/3/2019 12:41,11/3/2019 12:53,70450,733,1049,S 12th St & E Carson St,1010,10th St & Penn Ave (David L. Lawrence Convention Center),Subscriber
89063359,11/3/2019 12:41,11/3/2019 13:04,70512,1420,1059,Burns White Center at 3 Crossings,1012,North Shore Trail & Fort Duquesne Bridge,Customer
89063563,11/3/2019 12:46,11/3/2019 13:05,70590,1125,1059,Burns White Center at 3 Crossings,1012,North Shore Trail & Fort Duquesne Bridge,Subscriber
89063714,11/3/2019 12:49,11/3/2019 13:50,70030,3644,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
89063885,11/3/2019 12:53,11/3/2019 13:09,70563,966,1084,Hot Metal St & Tunnel Blvd,1006,Ross St & Sixth Ave (Steel Plaza T Station),Subscriber
89064027,11/3/2019 12:57,11/3/2019 13:04,70386,440,1047,S 22nd St & E Carson St,1045,S 27th St & Sidney St. (Southside Works),Customer
89064067,11/3/2019 12:58,11/3/2019 13:07,70132,513,49611,24th St & Smallman St,49601,Smallman St & 31st St,Subscriber
89064253,11/3/2019 13:03,11/3/2019 13:18,70630,936,49711,First Ave & Stanwix St,,BIKE 70630,Customer
89064269,11/3/2019 13:03,11/3/2019 13:17,70314,853,1016,17th St & Penn Ave,1011,Fort Duquesne Blvd & 7th St,Customer
89064293,11/3/2019 13:04,11/3/2019 13:17,70333,823,1016,17th St & Penn Ave,1011,Fort Duquesne Blvd & 7th St,Customer
89064376,11/3/2019 13:06,11/3/2019 13:18,70587,697,1016,17th St & Penn Ave,1011,Fort Duquesne Blvd & 7th St,Customer
89064395,11/3/2019 13:06,11/3/2019 13:17,70422,658,1016,17th St & Penn Ave,1011,Fort Duquesne Blvd & 7th St,Customer
89064443,11/3/2019 13:08,11/3/2019 13:18,70352,618,1013,Isabella St & Federal St (PNC Park),49921,W General Robinson St & Chuck Noll Way,Customer
89064643,11/3/2019 13:13,11/3/2019 15:44,70505,9100,1016,17th St & Penn Ave,1016,17th St & Penn Ave,Customer
89064742,11/3/2019 13:16,11/3/2019 13:43,70684,1665,1016,17th St & Penn Ave,1016,17th St & Penn Ave,Customer
