trip_id,starttime,stoptime,bikeid,tripduration,from_station_id,from_station_name,to_station_id,to_station_name,usertype
140361726,4/8/2022 10:03,4/8/2022 10:11,71235,482,1033,Ivy St & Walnut St   ,1034,Ellsworth Ave & N Neville St,Subscriber
140361881,4/8/2022 10:05,4/8/2022 10:47,71209,2547,1005,Forbes Ave & Grant St,1048,S 18th St & Sidney St,Customer
140361900,4/8/2022 10:05,4/8/2022 10:47,70789,2509,1005,Forbes Ave & Grant St,1048,S 18th St & Sidney St,Customer
140361914,4/8/2022 10:05,4/8/2022 10:48,70944,2535,1005,Forbes Ave & Grant St,1048,S 18th St & Sidney St,Customer
140363030,4/8/2022 10:19,4/8/2022 10:34,70688,938,1033,Ivy St & Walnut St   ,,BIKE 70688,Subscriber
140364494,4/8/2022 10:36,4/8/2022 10:41,70940,278,1095,Schenley Dr & Forbes Ave (Schenley Plaza),1044,Zulema St & Coltart Ave,Subscriber
140367746,4/8/2022 11:17,4/8/2022 11:27,70898,644,1021,Taylor St & Liberty Ave,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Subscriber
140367917,4/8/2022 11:19,4/8/2022 11:33,70750,864,1029,Alder St & S Highland Ave,1095,Schenley Dr & Forbes Ave (Schenley Plaza),Subscriber
140368294,4/8/2022 11:23,4/8/2022 11:30,70816,411,1004,First Ave & B St (T Station),1072,Glasshouse,Subscriber
140369001,4/8/2022 11:32,4/8/2022 11:43,70907,673,1033,Ivy St & Walnut St   ,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Subscriber
140369662,4/8/2022 11:40,4/8/2022 12:01,71191,1289,1093,S Bouquet Ave & Sennott St,1095,Schenley Dr & Forbes Ave (Schenley Plaza),Subscriber
140369733,4/8/2022 11:41,4/8/2022 11:45,70586,263,1093,S Bouquet Ave & Sennott St,,BIKE 70586,Subscriber
140370647,4/8/2022 11:52,4/8/2022 11:57,70202,288,1040,O'Hara St and University Place (Soldiers and Sailors Memorial),,BIKE 70202,Subscriber
140371010,4/8/2022 11:57,4/8/2022 12:01,70586,251,,BIKE 70586,1095,Schenley Dr & Forbes Ave (Schenley Plaza),Subscriber
140371291,4/8/2022 12:01,4/8/2022 12:04,70202,187,,BIKE 70202,,BIKE 70202,Subscriber
140372530,4/8/2022 12:17,4/8/2022 12:35,70401,1053,1011,Fort Duquesne Blvd & 7th St,,BIKE 70401,Customer
140372854,4/8/2022 12:21,4/8/2022 12:26,70827,295,,Missing,1040,O'Hara St and University Place (Soldiers and Sailors Memorial),Subscriber
140373857,4/8/2022 12:34,4/8/2022 12:39,70827,271,1040,O'Hara St and University Place (Soldiers and Sailors Memorial),1040,O'Hara St and University Place (Soldiers and Sailors Memorial),Subscriber
140373932,4/8/2022 12:35,4/8/2022 12:43,70304,480,1040,O'Hara St and University Place (Soldiers and Sailors Memorial),1034,Ellsworth Ave & N Neville St,Customer
140374691,4/8/2022 12:45,4/8/2022 12:54,70202,496,,BIKE 70202,1040,O'Hara St and University Place (Soldiers and Sailors Memorial),Subscriber
140375572,4/8/2022 12:57,4/8/2022 13:06,71192,543,1010,10th St & Penn Ave,1000,Liberty Ave & Stanwix St,Subscriber
140377518,4/8/2022 13:26,4/8/2022 13:49,70401,1391,,BIKE 70401,,BIKE 70401,Customer
140378179,4/8/2022 13:36,4/8/2022 15:07,70912,5457,1017,21st St & Penn Ave,1017,21st St & Penn Ave,Customer
140378303,4/8/2022 13:38,4/8/2022 15:07,70355,5347,1017,21st St & Penn Ave,1017,21st St & Penn Ave,Customer
140379279,4/8/2022 13:53,4/8/2022 13:58,70942,282,1093,S Bouquet Ave & Sennott St,1040,O'Hara St and University Place (Soldiers and Sailors Memorial),Subscriber
140379662,4/8/2022 14:00,4/8/2022 14:03,70581,184,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),1093,S Bouquet Ave & Sennott St,Subscriber
140380045,4/8/2022 14:06,4/8/2022 14:14,70149,476,1005,Forbes Ave & Grant St,1011,Fort Duquesne Blvd & 7th St,Subscriber
140381370,4/8/2022 14:29,4/8/2022 14:54,70988,1475,1001,Forbes Ave & Market Square,1000,Liberty Ave & Stanwix St,Customer
140381388,4/8/2022 14:29,4/8/2022 14:54,70798,1465,1001,Forbes Ave & Market Square,1000,Liberty Ave & Stanwix St,Customer
140381451,4/8/2022 14:31,4/8/2022 14:56,70823,1530,1044,Zulema St & Coltart Ave,1044,Zulema St & Coltart Ave,Customer
140384064,4/8/2022 15:26,4/8/2022 15:33,70901,445,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Subscriber
140384161,4/8/2022 15:28,4/8/2022 15:37,70898,560,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),1093,S Bouquet Ave & Sennott St,Customer
140384188,4/8/2022 15:29,4/8/2022 16:18,70401,2969,,BIKE 70401,1001,Forbes Ave & Market Square,Customer
140385259,4/8/2022 15:57,4/8/2022 15:59,71196,110,1050,Healthy Ride Hub,1061,33rd St & Penn Ave ,Customer
140385519,4/8/2022 16:03,4/8/2022 16:09,70217,305,1093,S Bouquet Ave & Sennott St,,BIKE 70217,Subscriber
140385619,4/8/2022 16:06,4/8/2022 16:20,70691,873,1004,First Ave & B St (T Station),1045,S 27th St & Sidney St. (Southside Works),Subscriber
140386617,4/8/2022 16:31,4/8/2022 17:16,70923,2673,1005,Forbes Ave & Grant St,1048,S 18th St & Sidney St,Customer
140386768,4/8/2022 16:37,4/8/2022 16:51,70304,849,1034,Ellsworth Ave & N Neville St,1034,Ellsworth Ave & N Neville St,Subscriber
140387571,4/8/2022 17:02,4/8/2022 17:10,70858,461,1041,Fifth Ave & S Bouquet St,1041,Fifth Ave & S Bouquet St,Subscriber
140387595,4/8/2022 17:02,4/8/2022 17:14,70815,720,1048,S 18th St & Sidney St,1005,Forbes Ave & Grant St,Subscriber
140387657,4/8/2022 17:04,4/8/2022 17:12,70544,480,1041,Fifth Ave & S Bouquet St,1044,Zulema St & Coltart Ave,Customer
140387663,4/8/2022 17:04,4/8/2022 17:16,70907,710,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),1021,Taylor St & Liberty Ave,Subscriber
140387707,4/8/2022 17:06,4/8/2022 17:30,70660,1445,1024,S Negley Ave & Baum Blvd,1000,Liberty Ave & Stanwix St,Subscriber
140387760,4/8/2022 17:08,4/8/2022 19:08,71176,7202,1026,Penn Ave & S Whitfield St,49691,Liberty Ave & 6th St,Subscriber
140387789,4/8/2022 17:08,4/8/2022 17:23,70977,853,1095,Schenley Dr & Forbes Ave (Schenley Plaza),,BIKE 70977,Subscriber
140387911,4/8/2022 17:12,4/8/2022 17:15,70442,199,1040,O'Hara St and University Place (Soldiers and Sailors Memorial),1041,Fifth Ave & S Bouquet St,Subscriber
140388156,4/8/2022 17:20,4/8/2022 17:31,70789,690,1048,S 18th St & Sidney St,1082,W Station Square Dr & Bessemer Court,Customer
140388263,4/8/2022 17:23,4/8/2022 17:30,70957,427,1005,Forbes Ave & Grant St,1010,10th St & Penn Ave,Subscriber
140389277,4/8/2022 17:58,4/8/2022 18:02,70355,215,1017,21st St & Penn Ave,1059,Burns White Center at 3 Crossings,Subscriber
140389426,4/8/2022 18:04,4/8/2022 18:34,70736,1785,1084,Hot Metal St & Tunnel Blvd,1084,Hot Metal St & Tunnel Blvd,Customer
140389627,4/8/2022 18:11,4/8/2022 18:21,70932,601,1041,Fifth Ave & S Bouquet St,1041,Fifth Ave & S Bouquet St,Subscriber
140389662,4/8/2022 18:12,4/8/2022 18:32,70586,1194,1095,Schenley Dr & Forbes Ave (Schenley Plaza),1093,S Bouquet Ave & Sennott St,Subscriber
140389663,4/8/2022 18:12,4/8/2022 18:19,70750,419,1095,Schenley Dr & Forbes Ave (Schenley Plaza),,BIKE 70750,Subscriber
140389944,4/8/2022 18:22,4/8/2022 18:33,70901,712,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),,BIKE 70901,Customer
140390063,4/8/2022 18:27,4/8/2022 18:32,70750,321,,BIKE 70750,1093,S Bouquet Ave & Sennott St,Subscriber
140390213,4/8/2022 18:34,4/8/2022 18:38,71191,287,1095,Schenley Dr & Forbes Ave (Schenley Plaza),1044,Zulema St & Coltart Ave,Subscriber
140390735,4/8/2022 18:55,4/8/2022 19:17,70953,1318,1017,21st St & Penn Ave,1034,Ellsworth Ave & N Neville St,Subscriber
140391350,4/8/2022 19:20,4/8/2022 19:27,70633,474,1040,O'Hara St and University Place (Soldiers and Sailors Memorial),1024,S Negley Ave & Baum Blvd,Subscriber
140391886,4/8/2022 19:42,4/8/2022 19:59,70573,1034,1072,Glasshouse,,BIKE 70573,Subscriber
140392764,4/8/2022 20:27,4/8/2022 20:33,70573,357,,BIKE 70573,1072,Glasshouse,Subscriber
140393167,4/8/2022 20:50,4/8/2022 21:41,70505,3065,1010,10th St & Penn Ave,1010,10th St & Penn Ave,Customer
140393184,4/8/2022 20:51,4/8/2022 20:56,70940,311,1044,Zulema St & Coltart Ave,,BIKE 70940,Subscriber
140393379,4/8/2022 21:04,4/8/2022 21:09,70940,282,,BIKE 70940,,BIKE 70940,Subscriber
140393956,4/8/2022 21:42,4/8/2022 21:58,70586,944,1093,S Bouquet Ave & Sennott St,1044,Zulema St & Coltart Ave,Subscriber
140394198,4/8/2022 22:03,4/8/2022 22:07,70794,195,1093,S Bouquet Ave & Sennott St,,BIKE 70794,Subscriber
140394272,4/8/2022 22:10,4/8/2022 22:14,70794,231,,BIKE 70794,1041,Fifth Ave & S Bouquet St,Subscriber
140394584,4/8/2022 22:39,4/8/2022 23:22,70858,2589,1041,Fifth Ave & S Bouquet St,1024,S Negley Ave & Baum Blvd,Customer
140394976,4/8/2022 23:27,4/9/2022 11:01,70943,41612,1051,Transit,,North Shore Trail & Fort Duquesne Bridge,Customer
140394982,4/8/2022 23:28,4/9/2022 11:02,70737,41653,,North Shore Trail & Fort Duquesne Bridge,,North Shore Trail & Fort Duquesne Bridge,Customer
140395003,4/8/2022 23:30,4/8/2022 23:57,70676,1619,,North Shore Trail & Fort Duquesne Bridge,,North Shore Trail & Fort Duquesne Bridge,Customer
140395027,4/8/2022 23:33,4/8/2022 23:55,70654,1296,,North Shore Trail & Fort Duquesne Bridge,,North Shore Trail & Fort Duquesne Bridge,Customer
140395030,4/8/2022 23:33,4/8/2022 23:56,70861,1370,,North Shore Trail & Fort Duquesne Bridge,,North Shore Trail & Fort Duquesne Bridge,Customer
140395227,4/9/2022 0:04,4/9/2022 0:28,70676,1418,,North Shore Trail & Fort Duquesne Bridge,1048,S 18th St & Sidney St,Customer
140395282,4/9/2022 0:12,4/9/2022 0:32,70932,1229,1041,Fifth Ave & S Bouquet St,1041,Fifth Ave & S Bouquet St,Subscriber
140395491,4/9/2022 0:38,4/9/2022 0:43,70276,302,1028,Penn Ave & Putnam St (Bakery Square),,BIKE 70276,Subscriber
140404333,4/9/2022 6:00,4/9/2022 6:06,70276,376,,BIKE 70276,,BIKE 70276,Subscriber
140407163,4/9/2022 6:51,4/9/2022 6:57,70276,356,,BIKE 70276,1024,S Negley Ave & Baum Blvd,Subscriber
140410129,4/9/2022 7:39,4/9/2022 7:51,70617,690,1085,Eliza Furnace Trail at Swinburne St,,BIKE 70617,Customer
140411153,4/9/2022 7:56,4/9/2022 8:46,70617,3000,,BIKE 70617,1084,Hot Metal St & Tunnel Blvd,Customer
140416301,4/9/2022 9:13,4/9/2022 9:23,70971,594,1029,Alder St & S Highland Ave,1034,Ellsworth Ave & N Neville St,Customer
140416346,4/9/2022 9:13,4/10/2022 9:05,70857,85865,1026,Penn Ave & S Whitfield St,,BIKE 70857,Customer
140417045,4/9/2022 9:25,4/9/2022 9:31,70544,400,1044,Zulema St & Coltart Ave,1041,Fifth Ave & S Bouquet St,Subscriber
140417114,4/9/2022 9:26,4/9/2022 9:31,70586,320,1044,Zulema St & Coltart Ave,1041,Fifth Ave & S Bouquet St,Subscriber
140420054,4/9/2022 10:09,4/9/2022 10:21,70907,696,1021,Taylor St & Liberty Ave,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Subscriber
140422309,4/9/2022 10:41,4/9/2022 11:37,71229,3343,1059,Burns White Center at 3 Crossings,1059,Burns White Center at 3 Crossings,Subscriber
140422615,4/9/2022 10:45,4/9/2022 11:01,70445,915,1045,S 27th St & Sidney St. (Southside Works),1044,Zulema St & Coltart Ave,Subscriber
140424313,4/9/2022 11:08,4/9/2022 11:20,70529,705,1033,Ivy St & Walnut St   ,1095,Schenley Dr & Forbes Ave (Schenley Plaza),Subscriber
140428331,4/9/2022 12:04,4/9/2022 13:12,70641,4091,1017,21st St & Penn Ave,1000,Liberty Ave & Stanwix St,Customer
140428399,4/9/2022 12:05,4/9/2022 13:00,70912,3297,1017,21st St & Penn Ave,1000,Liberty Ave & Stanwix St,Customer
140428665,4/9/2022 12:08,4/9/2022 12:25,70768,1005,1026,Penn Ave & S Whitfield St,1041,Fifth Ave & S Bouquet St,Subscriber
140429284,4/9/2022 12:16,4/9/2022 12:44,70834,1687,1041,Fifth Ave & S Bouquet St,1085,Eliza Furnace Trail at Swinburne St,Customer
140429437,4/9/2022 12:18,4/9/2022 12:48,70625,1795,1005,Forbes Ave & Grant St,1095,Schenley Dr & Forbes Ave (Schenley Plaza),Customer
140432321,4/9/2022 12:56,4/9/2022 13:00,70898,280,1093,S Bouquet Ave & Sennott St,,BIKE 70898,Subscriber
140434709,4/9/2022 13:29,4/9/2022 14:59,70800,5422,1041,Fifth Ave & S Bouquet St,,BIKE 70800,Subscriber
140434718,4/9/2022 13:29,4/9/2022 13:33,70355,229,1059,Burns White Center at 3 Crossings,1017,21st St & Penn Ave,Subscriber
140436045,4/9/2022 13:48,4/9/2022 14:26,70365,2331,1028,Penn Ave & Putnam St (Bakery Square),1042,Centre Ave & Addison St,Subscriber
140439093,4/9/2022 14:38,4/9/2022 15:07,70044,1755,1033,Ivy St & Walnut St   ,1019,42nd St & Butler St,Customer
140439133,4/9/2022 14:39,4/9/2022 15:07,70901,1726,1033,Ivy St & Walnut St   ,1019,42nd St & Butler St,Customer
140439544,4/9/2022 14:46,4/9/2022 14:52,70442,356,1041,Fifth Ave & S Bouquet St,1095,Schenley Dr & Forbes Ave (Schenley Plaza),Customer
140439742,4/9/2022 14:50,4/9/2022 14:55,70445,315,1044,Zulema St & Coltart Ave,1041,Fifth Ave & S Bouquet St,Subscriber
140441138,4/9/2022 15:21,4/9/2022 15:38,70632,1039,1001,Forbes Ave & Market Square,1059,Burns White Center at 3 Crossings,Customer
140441318,4/9/2022 15:26,4/9/2022 15:39,70529,790,1095,Schenley Dr & Forbes Ave (Schenley Plaza),1033,Ivy St & Walnut St   ,Subscriber
140442459,4/9/2022 15:55,4/9/2022 15:59,70800,245,,BIKE 70800,1095,Schenley Dr & Forbes Ave (Schenley Plaza),Subscriber
140443215,4/9/2022 16:15,4/9/2022 16:36,70609,1263,1074,South Side Trail & S 4th St,1074,South Side Trail & S 4th St,Customer
140443491,4/9/2022 16:23,4/9/2022 17:03,70573,2411,1072,Glasshouse,1072,Glasshouse,Subscriber
140444424,4/9/2022 16:52,4/9/2022 17:07,70707,903,1095,Schenley Dr & Forbes Ave (Schenley Plaza),1041,Fifth Ave & S Bouquet St,Subscriber
140444664,4/9/2022 17:01,4/9/2022 17:12,71182,717,49691,Liberty Ave & 6th St,1001,Forbes Ave & Market Square,Subscriber
140445187,4/9/2022 17:17,4/9/2022 17:33,70898,977,,BIKE 70898,,BIKE 70898,Subscriber
140445480,4/9/2022 17:28,4/9/2022 17:40,70940,746,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Subscriber
140445856,4/9/2022 17:41,4/9/2022 17:48,70994,456,1024,S Negley Ave & Baum Blvd,,BIKE 70994,Subscriber
140445955,4/9/2022 17:44,4/9/2022 18:10,70794,1599,1041,Fifth Ave & S Bouquet St,1029,Alder St & S Highland Ave,Subscriber
140447009,4/9/2022 18:23,4/9/2022 19:58,70932,5740,1041,Fifth Ave & S Bouquet St,,BIKE 70932,Customer
140448964,4/9/2022 19:36,4/9/2022 19:44,71191,449,1044,Zulema St & Coltart Ave,1095,Schenley Dr & Forbes Ave (Schenley Plaza),Subscriber
140448990,4/9/2022 19:37,4/9/2022 19:44,70823,452,1044,Zulema St & Coltart Ave,1044,Zulema St & Coltart Ave,Subscriber
140449293,4/9/2022 19:51,4/9/2022 19:52,70859,103,1093,S Bouquet Ave & Sennott St,1095,Schenley Dr & Forbes Ave (Schenley Plaza),Subscriber
140449677,4/9/2022 20:10,4/9/2022 20:16,70859,386,1095,Schenley Dr & Forbes Ave (Schenley Plaza),,BIKE 70859,Customer
140449886,4/9/2022 20:20,4/9/2022 20:24,70445,245,1041,Fifth Ave & S Bouquet St,,BIKE 70445,Subscriber
140450020,4/9/2022 20:26,4/9/2022 20:30,70859,188,,BIKE 70859,1095,Schenley Dr & Forbes Ave (Schenley Plaza),Customer
140450027,4/9/2022 20:27,4/9/2022 20:31,70445,239,,BIKE 70445,1041,Fifth Ave & S Bouquet St,Subscriber
140451153,4/9/2022 21:28,4/9/2022 21:45,70994,1043,,BIKE 70994,,BIKE 70994,Subscriber
140451935,4/9/2022 22:21,4/9/2022 23:15,70339,3285,1074,South Side Trail & S 4th St,1074,South Side Trail & S 4th St,Customer
140451936,4/9/2022 22:21,4/9/2022 23:15,70609,3232,1074,South Side Trail & S 4th St,1074,South Side Trail & S 4th St,Customer
140451966,4/9/2022 22:23,4/9/2022 23:16,71172,3184,1074,South Side Trail & S 4th St,1074,South Side Trail & S 4th St,Customer
140452004,4/9/2022 22:25,4/9/2022 23:16,70906,3082,1074,South Side Trail & S 4th St,1074,South Side Trail & S 4th St,Customer
140452731,4/9/2022 23:37,4/9/2022 23:58,70964,1211,1084,Hot Metal St & Tunnel Blvd,1044,Zulema St & Coltart Ave,Customer
140452848,4/9/2022 23:55,4/10/2022 2:31,70943,9341,,North Shore Trail & Fort Duquesne Bridge,1048,S 18th St & Sidney St,Customer
140452924,4/10/2022 0:08,4/10/2022 0:16,70572,464,,North Shore Trail & Fort Duquesne Bridge,,North Shore Trail & Fort Duquesne Bridge,Subscriber
140452941,4/10/2022 0:09,4/10/2022 0:46,70654,2166,,North Shore Trail & Fort Duquesne Bridge,1045,S 27th St & Sidney St. (Southside Works),Customer
140453172,4/10/2022 0:39,4/10/2022 1:08,70845,1745,1025,Penn Ave & N Fairmount St,1010,10th St & Penn Ave,Customer
140453340,4/10/2022 1:04,4/10/2022 1:12,70544,464,1041,Fifth Ave & S Bouquet St,1034,Ellsworth Ave & N Neville St,Customer
140453500,4/10/2022 1:23,4/10/2022 1:36,70845,798,1010,10th St & Penn Ave,49801,Microsoft,Customer
140453545,4/10/2022 1:28,4/10/2022 1:38,70610,644,1010,10th St & Penn Ave,49801,Microsoft,Subscriber
140456338,4/10/2022 3:57,4/10/2022 4:05,70953,431,1034,Ellsworth Ave & N Neville St,1041,Fifth Ave & S Bouquet St,Subscriber
140460386,4/10/2022 5:36,4/10/2022 5:45,70994,579,,BIKE 70994,1024,S Negley Ave & Baum Blvd,Subscriber
140465349,4/10/2022 7:08,4/10/2022 7:15,70505,377,1010,10th St & Penn Ave,1017,21st St & Penn Ave,Subscriber
140467966,4/10/2022 7:54,4/10/2022 8:32,71210,2298,1084,Hot Metal St & Tunnel Blvd,1084,Hot Metal St & Tunnel Blvd,Customer
140468502,4/10/2022 8:02,4/10/2022 8:32,70060,1824,1072,Glasshouse,1005,Forbes Ave & Grant St,Customer
140469816,4/10/2022 8:23,4/10/2022 8:31,70959,521,1021,Taylor St & Liberty Ave,1026,Penn Ave & S Whitfield St,Subscriber
140472559,4/10/2022 9:03,4/10/2022 9:56,70943,3219,1048,S 18th St & Sidney St,1017,21st St & Penn Ave,Customer
140472617,4/10/2022 9:04,4/10/2022 9:57,70944,3175,1048,S 18th St & Sidney St,1017,21st St & Penn Ave,Customer
140478659,4/10/2022 10:32,4/10/2022 11:10,70943,2301,1017,21st St & Penn Ave,1048,S 18th St & Sidney St,Customer
140478680,4/10/2022 10:32,4/10/2022 11:10,70944,2288,1017,21st St & Penn Ave,1048,S 18th St & Sidney St,Customer
140479019,4/10/2022 10:37,4/10/2022 11:06,70752,1729,1042,Centre Ave & Addison St,1013,Isabella St & Federal St (PNC Park),Customer
140479672,4/10/2022 10:47,4/10/2022 10:59,70529,719,1033,Ivy St & Walnut St   ,1041,Fifth Ave & S Bouquet St,Subscriber
140484891,4/10/2022 11:59,4/10/2022 13:34,70941,5660,1085,Eliza Furnace Trail at Swinburne St,1085,Eliza Furnace Trail at Swinburne St,Customer
140488567,4/10/2022 12:52,4/10/2022 13:02,70953,554,1041,Fifth Ave & S Bouquet St,1034,Ellsworth Ave & N Neville St,Subscriber
140492561,4/10/2022 13:56,4/10/2022 14:03,70989,439,1004,First Ave & B St (T Station),1001,Forbes Ave & Market Square,Customer
140492707,4/10/2022 13:58,4/10/2022 14:07,70544,546,1034,Ellsworth Ave & N Neville St,1041,Fifth Ave & S Bouquet St,Subscriber
140494017,4/10/2022 14:22,4/10/2022 15:35,70779,4375,49801,Microsoft,1019,42nd St & Butler St,Customer
140494045,4/10/2022 14:23,4/10/2022 15:35,70649,4339,49801,Microsoft,1019,42nd St & Butler St,Customer
140495146,4/10/2022 14:49,4/10/2022 16:43,70736,6871,1084,Hot Metal St & Tunnel Blvd,1084,Hot Metal St & Tunnel Blvd,Customer
140495211,4/10/2022 14:50,4/10/2022 16:44,70617,6870,1084,Hot Metal St & Tunnel Blvd,1084,Hot Metal St & Tunnel Blvd,Customer
140495375,4/10/2022 14:54,4/10/2022 15:09,70586,897,1041,Fifth Ave & S Bouquet St,1095,Schenley Dr & Forbes Ave (Schenley Plaza),Subscriber
140495440,4/10/2022 14:55,4/10/2022 15:53,71210,3430,1084,Hot Metal St & Tunnel Blvd,1084,Hot Metal St & Tunnel Blvd,Customer
140496035,4/10/2022 15:10,4/10/2022 19:10,70060,14372,1005,Forbes Ave & Grant St,1082,W Station Square Dr & Bessemer Court,Customer
140496044,4/10/2022 15:10,4/10/2022 15:28,71213,1035,1072,Glasshouse,1017,21st St & Penn Ave,Subscriber
140496207,4/10/2022 15:15,4/10/2022 15:49,70923,2076,1048,S 18th St & Sidney St,1048,S 18th St & Sidney St,Customer
140496249,4/10/2022 15:16,4/10/2022 15:36,70941,1197,1085,Eliza Furnace Trail at Swinburne St,1004,First Ave & B St (T Station),Customer
140496267,4/10/2022 15:16,4/10/2022 15:36,70754,1161,1085,Eliza Furnace Trail at Swinburne St,1004,First Ave & B St (T Station),Subscriber
140496796,4/10/2022 15:30,4/10/2022 15:38,70913,492,1045,S 27th St & Sidney St. (Southside Works),1048,S 18th St & Sidney St,Customer
140496838,4/10/2022 15:31,4/10/2022 15:47,70766,954,1095,Schenley Dr & Forbes Ave (Schenley Plaza),1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Subscriber
140496862,4/10/2022 15:32,4/10/2022 15:43,70625,691,1095,Schenley Dr & Forbes Ave (Schenley Plaza),1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Subscriber
140496889,4/10/2022 15:32,4/10/2022 15:43,71191,662,1095,Schenley Dr & Forbes Ave (Schenley Plaza),1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Subscriber
140497141,4/10/2022 15:39,4/10/2022 16:26,71221,2817,1072,Glasshouse,1026,Penn Ave & S Whitfield St,Subscriber
140497681,4/10/2022 15:56,4/11/2022 9:48,70959,64313,1026,Penn Ave & S Whitfield St,1024,S Negley Ave & Baum Blvd,Customer
140497708,4/10/2022 15:57,4/10/2022 16:05,70691,488,1045,S 27th St & Sidney St. (Southside Works),1048,S 18th St & Sidney St,Subscriber
140498779,4/10/2022 16:32,4/10/2022 18:53,71238,8483,1025,Penn Ave & N Fairmount St,1025,Penn Ave & N Fairmount St,Customer
140499223,4/10/2022 16:49,4/10/2022 17:17,70304,1665,1034,Ellsworth Ave & N Neville St,1028,Penn Ave & Putnam St (Bakery Square),Customer
140499230,4/10/2022 16:50,4/10/2022 19:34,70861,9843,,North Shore Trail & Fort Duquesne Bridge,1021,Taylor St & Liberty Ave,Customer
140499288,4/10/2022 16:53,4/10/2022 18:51,70737,7072,,North Shore Trail & Fort Duquesne Bridge,,North Shore Trail & Fort Duquesne Bridge,Customer
140499390,4/10/2022 16:57,4/10/2022 17:32,70658,2089,1004,First Ave & B St (T Station),1000,Liberty Ave & Stanwix St,Customer
140499417,4/10/2022 16:59,4/10/2022 18:08,70914,4149,49941,Allegheny Station,49941,Allegheny Station,Customer
140499471,4/10/2022 17:02,4/11/2022 16:03,70592,82871,1072,Glasshouse,1072,Glasshouse,Customer
140499484,4/10/2022 17:02,4/10/2022 18:06,71179,3809,49941,Allegheny Station,49941,Allegheny Station,Customer
140499558,4/10/2022 17:05,4/10/2022 17:34,71221,1726,1026,Penn Ave & S Whitfield St,1045,S 27th St & Sidney St. (Southside Works),Subscriber
140499592,4/10/2022 17:07,4/10/2022 17:31,70649,1449,1019,42nd St & Butler St,49801,Microsoft,Customer
140499593,4/10/2022 17:07,4/10/2022 17:32,70044,1504,1019,42nd St & Butler St,49801,Microsoft,Customer
140499596,4/10/2022 17:07,4/10/2022 17:33,71197,1562,1019,42nd St & Butler St,49801,Microsoft,Customer
140499651,4/10/2022 17:09,4/10/2022 18:18,70966,4119,1074,South Side Trail & S 4th St,1044,Zulema St & Coltart Ave,Customer
140499753,4/10/2022 17:14,4/10/2022 18:18,70609,3793,1074,South Side Trail & S 4th St,1044,Zulema St & Coltart Ave,Customer
140500104,4/10/2022 17:37,4/10/2022 17:41,70445,269,1041,Fifth Ave & S Bouquet St,1095,Schenley Dr & Forbes Ave (Schenley Plaza),Customer
140500249,4/10/2022 17:44,4/10/2022 18:09,70977,1461,1033,Ivy St & Walnut St   ,,BIKE 70977,Subscriber
140500253,4/10/2022 17:45,4/10/2022 18:09,70816,1448,1033,Ivy St & Walnut St   ,,BIKE 70816,Customer
140500283,4/10/2022 17:46,4/10/2022 18:43,70943,3403,1048,S 18th St & Sidney St,1048,S 18th St & Sidney St,Customer
140500311,4/10/2022 17:48,4/10/2022 18:01,70503,778,1017,21st St & Penn Ave,49691,Liberty Ave & 6th St,Subscriber
140500423,4/10/2022 17:56,4/10/2022 18:10,70855,844,1045,S 27th St & Sidney St. (Southside Works),1072,Glasshouse,Subscriber
140500425,4/10/2022 17:57,4/10/2022 18:05,70660,496,1005,Forbes Ave & Grant St,,BIKE 70660,Subscriber
140500467,4/10/2022 17:59,4/10/2022 19:30,70763,5411,1011,Fort Duquesne Blvd & 7th St,49801,Microsoft,Customer
140500479,4/10/2022 18:00,4/10/2022 19:29,70682,5356,1011,Fort Duquesne Blvd & 7th St,49801,Microsoft,Customer
140500483,4/10/2022 18:00,4/10/2022 20:28,70515,8834,1095,Schenley Dr & Forbes Ave (Schenley Plaza),1034,Ellsworth Ave & N Neville St,Customer
140500494,4/10/2022 18:01,4/10/2022 18:54,70445,3179,1095,Schenley Dr & Forbes Ave (Schenley Plaza),1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Subscriber
140500616,4/10/2022 18:10,4/10/2022 18:59,70941,2975,1004,First Ave & B St (T Station),1001,Forbes Ave & Market Square,Customer
140500658,4/10/2022 18:13,4/10/2022 18:20,70529,387,1041,Fifth Ave & S Bouquet St,,BIKE 70529,Customer
140500686,4/10/2022 18:16,4/10/2022 18:19,70660,208,,BIKE 70660,,BIKE 70660,Subscriber
140500722,4/10/2022 18:20,4/10/2022 18:59,70658,2298,1000,Liberty Ave & Stanwix St,1045,S 27th St & Sidney St. (Southside Works),Customer
