trip_id,starttime,stoptime,bikeid,tripduration,from_station_id,from_station_name,to_station_id,to_station_name,usertype
140874817,4/14/2022 14:11,4/14/2022 14:14,71157,199,1041,Fifth Ave & S Bouquet St,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Subscriber
140874903,4/14/2022 14:12,4/14/2022 14:22,70823,645,,North Shore Trail & Fort Duquesne Bridge,1013,Isabella St & Federal St (PNC Park),Customer
140876848,4/14/2022 14:31,4/14/2022 15:06,70246,2117,1048,S 18th St & Sidney St,,BIKE 70246,Subscriber
140877710,4/14/2022 14:40,4/14/2022 14:51,71235,643,1034,Ellsworth Ave & N Neville St,1024,S Negley Ave & Baum Blvd,Customer
140878884,4/14/2022 14:53,4/14/2022 15:17,70901,1412,49691,Liberty Ave & 6th St,49941,Allegheny Station,Subscriber
140879988,4/14/2022 15:08,4/14/2022 15:20,70936,725,1093,S Bouquet Ave & Sennott St,1033,Ivy St & Walnut St   ,Subscriber
140880263,4/14/2022 15:12,4/14/2022 15:18,71235,370,1024,S Negley Ave & Baum Blvd,1026,Penn Ave & S Whitfield St,Subscriber
140880410,4/14/2022 15:14,4/14/2022 15:26,71159,722,1040,O'Hara St and University Place (Soldiers and Sailors Memorial),1024,S Negley Ave & Baum Blvd,Subscriber
140881117,4/14/2022 15:23,4/14/2022 15:32,70851,555,1093,S Bouquet Ave & Sennott St,1084,Hot Metal St & Tunnel Blvd,Subscriber
140881322,4/14/2022 15:26,4/14/2022 15:29,70966,180,1040,O'Hara St and University Place (Soldiers and Sailors Memorial),,BIKE 70966,Subscriber
140881549,4/14/2022 15:30,4/14/2022 15:42,70805,737,1084,Hot Metal St & Tunnel Blvd,1072,Glasshouse,Subscriber
140881663,4/14/2022 15:32,4/14/2022 15:38,70246,395,,BIKE 70246,1059,Burns White Center at 3 Crossings,Subscriber
140882450,4/14/2022 15:44,4/14/2022 15:59,71235,912,1026,Penn Ave & S Whitfield St,1041,Fifth Ave & S Bouquet St,Subscriber
140882465,4/14/2022 15:44,4/14/2022 16:38,70246,3223,1059,Burns White Center at 3 Crossings,1059,Burns White Center at 3 Crossings,Customer
140882526,4/14/2022 15:45,4/14/2022 16:07,70959,1276,1024,S Negley Ave & Baum Blvd,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Customer
140882705,4/14/2022 15:48,4/14/2022 16:00,70943,712,1044,Zulema St & Coltart Ave,1044,Zulema St & Coltart Ave,Subscriber
140882745,4/14/2022 15:49,4/14/2022 15:53,71157,214,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),,BIKE 71157,Subscriber
140882926,4/14/2022 15:52,4/15/2022 9:02,70858,61810,1026,Penn Ave & S Whitfield St,,BIKE 70858,Customer
140883146,4/14/2022 15:56,4/14/2022 16:06,71196,606,1026,Penn Ave & S Whitfield St,1021,Taylor St & Liberty Ave,Subscriber
140883152,4/14/2022 15:56,4/14/2022 15:58,70573,104,,North Shore Trail & Fort Duquesne Bridge,,North Shore Trail & Fort Duquesne Bridge,Subscriber
140883265,4/14/2022 15:58,4/14/2022 16:19,70935,1285,,North Shore Trail & Fort Duquesne Bridge,1019,42nd St & Butler St,Subscriber
140883516,4/14/2022 16:02,4/14/2022 22:19,70852,22588,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
140883823,4/14/2022 16:08,4/14/2022 16:19,71235,679,1041,Fifth Ave & S Bouquet St,1045,S 27th St & Sidney St. (Southside Works),Subscriber
140884232,4/14/2022 16:15,4/14/2022 16:29,70643,863,1001,Forbes Ave & Market Square,1059,Burns White Center at 3 Crossings,Subscriber
140885194,4/14/2022 16:33,4/14/2022 17:06,70153,1964,1000,Liberty Ave & Stanwix St,1019,42nd St & Butler St,Subscriber
140885218,4/14/2022 16:34,4/14/2022 16:44,70703,600,,Unknown,,BIKE 70703,Customer
140885622,4/14/2022 16:41,4/14/2022 16:52,70971,686,1004,First Ave & B St (T Station),,North Shore Trail & Fort Duquesne Bridge,Customer
140885683,4/14/2022 16:42,4/14/2022 16:46,70966,195,,BIKE 70966,1040,O'Hara St and University Place (Soldiers and Sailors Memorial),Subscriber
140885684,4/14/2022 16:42,4/14/2022 16:50,70753,452,1093,S Bouquet Ave & Sennott St,,BIKE 70753,Subscriber
140885821,4/14/2022 16:45,4/14/2022 16:58,71176,802,1005,Forbes Ave & Grant St,1045,S 27th St & Sidney St. (Southside Works),Subscriber
140886103,4/14/2022 16:50,4/14/2022 17:08,70595,1092,1048,S 18th St & Sidney St,1000,Liberty Ave & Stanwix St,Customer
140886191,4/14/2022 16:52,4/14/2022 16:59,70609,425,1095,Schenley Dr & Forbes Ave (Schenley Plaza),,BIKE 70609,Subscriber
140886217,4/14/2022 16:53,4/14/2022 17:19,71192,1615,1085,Eliza Furnace Trail at Swinburne St,1085,Eliza Furnace Trail at Swinburne St,Subscriber
140886218,4/14/2022 16:53,4/14/2022 17:19,70511,1607,1085,Eliza Furnace Trail at Swinburne St,1085,Eliza Furnace Trail at Swinburne St,Subscriber
140886224,4/14/2022 16:53,4/14/2022 17:31,70767,2317,1074,South Side Trail & S 4th St,1074,South Side Trail & S 4th St,Customer
140886317,4/14/2022 16:55,4/14/2022 17:05,70633,587,1017,21st St & Penn Ave,1019,42nd St & Butler St,Customer
140886737,4/14/2022 17:05,4/14/2022 19:07,70940,7358,1074,South Side Trail & S 4th St,1074,South Side Trail & S 4th St,Customer
140886763,4/14/2022 17:05,4/14/2022 19:07,70592,7310,1074,South Side Trail & S 4th St,1074,South Side Trail & S 4th St,Customer
140886860,4/14/2022 17:07,4/14/2022 17:25,70554,1101,49951,Butler St & 36th St,1000,Liberty Ave & Stanwix St,Subscriber
140887016,4/14/2022 17:10,4/14/2022 18:28,71222,4679,1028,Penn Ave & Putnam St (Bakery Square),1034,Ellsworth Ave & N Neville St,Customer
140887171,4/14/2022 17:12,4/14/2022 18:06,70859,3234,1072,Glasshouse,1072,Glasshouse,Customer
140887192,4/14/2022 17:13,4/14/2022 18:05,70805,3138,1072,Glasshouse,1072,Glasshouse,Customer
140887448,4/14/2022 17:18,4/14/2022 18:50,70783,5476,1072,Glasshouse,1026,Penn Ave & S Whitfield St,Subscriber
140887574,4/14/2022 17:21,4/14/2022 17:35,70799,830,1033,Ivy St & Walnut St   ,1021,Taylor St & Liberty Ave,Customer
140887822,4/14/2022 17:27,4/14/2022 17:44,70907,1068,1045,S 27th St & Sidney St. (Southside Works),1072,Glasshouse,Customer
140887840,4/14/2022 17:27,4/14/2022 17:45,70840,1065,1045,S 27th St & Sidney St. (Southside Works),1072,Glasshouse,Customer
140888060,4/14/2022 17:32,4/14/2022 17:54,70586,1297,,BIKE 70586,,BIKE 70586,Customer
140888397,4/14/2022 17:40,4/14/2022 19:28,70643,6445,1059,Burns White Center at 3 Crossings,1001,Forbes Ave & Market Square,Customer
140888536,4/14/2022 17:45,4/14/2022 18:32,70853,2824,1066,N Homewood Ave & Finance St (Homewood Station),1034,Ellsworth Ave & N Neville St,Customer
140888712,4/14/2022 17:49,4/14/2022 18:25,71188,2188,1010,10th St & Penn Ave,49691,Liberty Ave & 6th St,Subscriber
140888748,4/14/2022 17:50,4/14/2022 19:13,70737,4996,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),1000,Liberty Ave & Stanwix St,Customer
140888751,4/14/2022 17:50,4/14/2022 19:14,70923,5029,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),1000,Liberty Ave & Stanwix St,Customer
140888850,4/14/2022 17:53,4/14/2022 18:02,70610,565,49801,Microsoft,,North Shore Trail & Fort Duquesne Bridge,Subscriber
140889438,4/14/2022 18:07,4/14/2022 18:56,70914,2952,,North Shore Trail & Fort Duquesne Bridge,,North Shore Trail & Fort Duquesne Bridge,Customer
140889499,4/14/2022 18:08,4/14/2022 18:36,70505,1656,1017,21st St & Penn Ave,1000,Liberty Ave & Stanwix St,Customer
140889500,4/14/2022 18:09,4/14/2022 18:36,70515,1653,1017,21st St & Penn Ave,1000,Liberty Ave & Stanwix St,Customer
140889591,4/14/2022 18:11,4/14/2022 18:19,70898,473,1095,Schenley Dr & Forbes Ave (Schenley Plaza),,BIKE 70898,Subscriber
140889653,4/14/2022 18:13,4/14/2022 18:20,70666,438,1041,Fifth Ave & S Bouquet St,1044,Zulema St & Coltart Ave,Subscriber
140889749,4/14/2022 18:16,4/14/2022 19:19,70941,3735,1059,Burns White Center at 3 Crossings,1017,21st St & Penn Ave,Customer
140889914,4/14/2022 18:21,4/14/2022 22:37,70767,15385,1074,South Side Trail & S 4th St,1074,South Side Trail & S 4th St,Customer
140889938,4/14/2022 18:22,4/14/2022 18:23,70855,92,1074,South Side Trail & S 4th St,1074,South Side Trail & S 4th St,Customer
140890114,4/14/2022 18:26,4/14/2022 19:12,70964,2742,49801,Microsoft,49801,Microsoft,Customer
140890722,4/14/2022 18:43,4/14/2022 19:02,70913,1143,1001,Forbes Ave & Market Square,49951,Butler St & 36th St,Subscriber
140891218,4/14/2022 18:59,4/14/2022 19:04,71220,335,1011,Fort Duquesne Blvd & 7th St,1013,Isabella St & Federal St (PNC Park),Customer
140891252,4/14/2022 18:59,4/14/2022 21:52,70779,10359,1084,Hot Metal St & Tunnel Blvd,1084,Hot Metal St & Tunnel Blvd,Customer
140891269,4/14/2022 19:00,4/14/2022 20:05,70851,3900,1084,Hot Metal St & Tunnel Blvd,1084,Hot Metal St & Tunnel Blvd,Customer
140891341,4/14/2022 19:02,4/14/2022 19:19,70920,1024,1041,Fifth Ave & S Bouquet St,1029,Alder St & S Highland Ave,Subscriber
140891466,4/14/2022 19:06,4/14/2022 19:08,70529,88,,BIKE 70529,,BIKE 70529,Subscriber
140891498,4/14/2022 19:07,4/14/2022 19:13,70965,346,,BIKE 70965,1093,S Bouquet Ave & Sennott St,Customer
140891586,4/14/2022 19:10,4/14/2022 19:47,71210,2189,1048,S 18th St & Sidney St,1048,S 18th St & Sidney St,Customer
140891605,4/14/2022 19:11,4/14/2022 19:47,70676,2161,1048,S 18th St & Sidney St,1048,S 18th St & Sidney St,Customer
140891948,4/14/2022 19:23,4/14/2022 19:29,70965,331,1093,S Bouquet Ave & Sennott St,,BIKE 70965,Subscriber
140891996,4/14/2022 19:25,4/14/2022 19:59,70554,2052,1000,Liberty Ave & Stanwix St,1048,S 18th St & Sidney St,Customer
140892121,4/14/2022 19:29,4/15/2022 10:13,70994,53041,1025,Penn Ave & N Fairmount St,1019,42nd St & Butler St,Customer
140892389,4/14/2022 19:41,4/14/2022 19:50,70959,512,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),1095,Schenley Dr & Forbes Ave (Schenley Plaza),Subscriber
140892432,4/14/2022 19:43,4/14/2022 20:16,70643,1986,1001,Forbes Ave & Market Square,1045,S 27th St & Sidney St. (Southside Works),Customer
140892507,4/14/2022 19:46,4/14/2022 19:59,70707,774,1044,Zulema St & Coltart Ave,1084,Hot Metal St & Tunnel Blvd,Customer
140892572,4/14/2022 19:49,4/14/2022 19:59,70066,600,1066,N Homewood Ave & Finance St (Homewood Station),1028,Penn Ave & Putnam St (Bakery Square),Subscriber
140892584,4/14/2022 19:50,4/14/2022 19:59,70666,560,1044,Zulema St & Coltart Ave,1084,Hot Metal St & Tunnel Blvd,Customer
140893028,4/14/2022 20:09,4/14/2022 20:33,70973,1436,1040,O'Hara St and University Place (Soldiers and Sailors Memorial),1044,Zulema St & Coltart Ave,Subscriber
140893131,4/14/2022 20:15,4/14/2022 20:24,70783,565,1026,Penn Ave & S Whitfield St,1028,Penn Ave & Putnam St (Bakery Square),Customer
140893332,4/14/2022 20:27,4/14/2022 21:16,70690,2946,1033,Ivy St & Walnut St   ,1033,Ivy St & Walnut St   ,Subscriber
140893388,4/14/2022 20:29,4/14/2022 20:38,70610,499,,North Shore Trail & Fort Duquesne Bridge,49801,Microsoft,Subscriber
140893405,4/14/2022 20:30,4/14/2022 20:35,71216,265,1017,21st St & Penn Ave,1059,Burns White Center at 3 Crossings,Subscriber
140893411,4/14/2022 20:31,4/14/2022 20:36,70277,315,1017,21st St & Penn Ave,1059,Burns White Center at 3 Crossings,Subscriber
140893579,4/14/2022 20:40,4/14/2022 21:01,70966,1248,1040,O'Hara St and University Place (Soldiers and Sailors Memorial),1048,S 18th St & Sidney St,Customer
140893750,4/14/2022 20:52,4/14/2022 21:59,70417,4050,1026,Penn Ave & S Whitfield St,1072,Glasshouse,Subscriber
140893910,4/14/2022 21:03,4/14/2022 21:12,70861,545,1041,Fifth Ave & S Bouquet St,,BIKE 70861,Subscriber
140894328,4/14/2022 21:38,4/14/2022 21:49,70992,635,1021,Taylor St & Liberty Ave,1033,Ivy St & Walnut St   ,Customer
140894880,4/14/2022 22:34,4/14/2022 22:42,70965,503,,BIKE 70965,1041,Fifth Ave & S Bouquet St,Subscriber
140894893,4/14/2022 22:35,4/14/2022 22:38,71157,164,,BIKE 71157,1095,Schenley Dr & Forbes Ave (Schenley Plaza),Subscriber
140895068,4/14/2022 22:58,4/14/2022 23:02,70898,232,,BIKE 70898,1044,Zulema St & Coltart Ave,Subscriber
140895215,4/14/2022 23:18,4/15/2022 1:27,70907,7739,1072,Glasshouse,1072,Glasshouse,Subscriber
140895496,4/14/2022 23:49,4/15/2022 0:58,70914,4151,,North Shore Trail & Fort Duquesne Bridge,,North Shore Trail & Fort Duquesne Bridge,Customer
140895557,4/14/2022 23:55,4/15/2022 0:57,70572,3707,,North Shore Trail & Fort Duquesne Bridge,,North Shore Trail & Fort Duquesne Bridge,Customer
140895790,4/15/2022 0:19,4/15/2022 2:53,70855,9279,1074,South Side Trail & S 4th St,1074,South Side Trail & S 4th St,Customer
140895910,4/15/2022 0:28,4/15/2022 0:52,70940,1434,1074,South Side Trail & S 4th St,1074,South Side Trail & S 4th St,Subscriber
140895917,4/15/2022 0:28,4/15/2022 0:37,70959,551,1095,Schenley Dr & Forbes Ave (Schenley Plaza),,BIKE 70959,Subscriber
140897630,4/15/2022 1:59,4/15/2022 11:26,70625,34053,1072,Glasshouse,1072,Glasshouse,Customer
140897754,4/15/2022 2:05,4/15/2022 2:27,70851,1343,1084,Hot Metal St & Tunnel Blvd,,BIKE 70851,Customer
140897776,4/15/2022 2:06,4/15/2022 2:27,70666,1249,1084,Hot Metal St & Tunnel Blvd,,BIKE 70666,Customer
140898792,4/15/2022 2:50,4/15/2022 2:54,70973,292,1044,Zulema St & Coltart Ave,1084,Hot Metal St & Tunnel Blvd,Subscriber
140899973,4/15/2022 3:32,4/15/2022 3:51,70690,1090,1033,Ivy St & Walnut St   ,1095,Schenley Dr & Forbes Ave (Schenley Plaza),Customer
140900018,4/15/2022 3:34,4/15/2022 3:55,70401,1264,1033,Ivy St & Walnut St   ,,BIKE 70401,Subscriber
140908896,4/15/2022 6:48,4/15/2022 6:52,70202,237,1061,33rd St & Penn Ave ,1061,33rd St & Penn Ave ,Subscriber
140909318,4/15/2022 6:55,4/15/2022 7:02,70660,428,49951,Butler St & 36th St,1059,Burns White Center at 3 Crossings,Subscriber
140909782,4/15/2022 7:02,4/15/2022 7:14,70246,715,1059,Burns White Center at 3 Crossings,1011,Fort Duquesne Blvd & 7th St,Customer
140912634,4/15/2022 7:44,4/15/2022 7:53,70592,569,1074,South Side Trail & S 4th St,1074,South Side Trail & S 4th St,Customer
140912827,4/15/2022 7:46,4/15/2022 7:54,70799,449,1021,Taylor St & Liberty Ave,1021,Taylor St & Liberty Ave,Subscriber
140912918,4/15/2022 7:48,4/15/2022 7:56,70816,489,1021,Taylor St & Liberty Ave,,BIKE 70816,Customer
140913560,4/15/2022 7:56,4/15/2022 9:15,70829,4691,1048,S 18th St & Sidney St,1048,S 18th St & Sidney St,Customer
140914689,4/15/2022 8:12,4/15/2022 8:21,71216,497,1059,Burns White Center at 3 Crossings,1011,Fort Duquesne Blvd & 7th St,Subscriber
140914768,4/15/2022 8:13,4/15/2022 8:19,71182,353,1040,O'Hara St and University Place (Soldiers and Sailors Memorial),,BIKE 71182,Subscriber
140915269,4/15/2022 8:19,4/15/2022 8:30,71223,632,1041,Fifth Ave & S Bouquet St,1084,Hot Metal St & Tunnel Blvd,Subscriber
140915751,4/15/2022 8:26,4/15/2022 8:35,71196,560,1021,Taylor St & Liberty Ave,1059,Burns White Center at 3 Crossings,Subscriber
140919647,4/15/2022 9:19,4/15/2022 10:02,70445,2578,1084,Hot Metal St & Tunnel Blvd,1082,W Station Square Dr & Bessemer Court,Customer
140919983,4/15/2022 9:23,4/15/2022 10:01,71223,2296,1084,Hot Metal St & Tunnel Blvd,1082,W Station Square Dr & Bessemer Court,Customer
140920157,4/15/2022 9:25,4/15/2022 10:01,70707,2113,1084,Hot Metal St & Tunnel Blvd,1082,W Station Square Dr & Bessemer Court,Customer
140920297,4/15/2022 9:27,4/15/2022 10:12,70973,2672,1084,Hot Metal St & Tunnel Blvd,1084,Hot Metal St & Tunnel Blvd,Customer
140921896,4/15/2022 9:49,4/15/2022 9:54,70943,299,1044,Zulema St & Coltart Ave,1095,Schenley Dr & Forbes Ave (Schenley Plaza),Subscriber
140922127,4/15/2022 9:53,4/15/2022 9:56,70690,222,1095,Schenley Dr & Forbes Ave (Schenley Plaza),1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Subscriber
140922486,4/15/2022 9:58,4/15/2022 10:38,70907,2378,1072,Glasshouse,1017,21st St & Penn Ave,Subscriber
140922648,4/15/2022 10:01,4/15/2022 12:23,70859,8494,1072,Glasshouse,1017,21st St & Penn Ave,Subscriber
140923452,4/15/2022 10:13,4/15/2022 10:18,70898,318,1044,Zulema St & Coltart Ave,1095,Schenley Dr & Forbes Ave (Schenley Plaza),Subscriber
140924306,4/15/2022 10:24,4/15/2022 11:00,71179,2129,49941,Allegheny Station,49941,Allegheny Station,Customer
140924892,4/15/2022 10:33,4/15/2022 11:04,70944,1880,1001,Forbes Ave & Market Square,49691,Liberty Ave & 6th St,Customer
140924971,4/15/2022 10:34,4/15/2022 10:40,70959,345,,BIKE 70959,1093,S Bouquet Ave & Sennott St,Subscriber
140925895,4/15/2022 10:47,4/15/2022 11:01,70959,842,1093,S Bouquet Ave & Sennott St,1045,S 27th St & Sidney St. (Southside Works),Customer
140925922,4/15/2022 10:48,4/15/2022 11:02,70943,869,1095,Schenley Dr & Forbes Ave (Schenley Plaza),1095,Schenley Dr & Forbes Ave (Schenley Plaza),Subscriber
140926031,4/15/2022 10:49,4/16/2022 10:34,71238,85490,1025,Penn Ave & N Fairmount St,1005,Forbes Ave & Grant St,Customer
140926085,4/15/2022 10:50,4/15/2022 12:11,70592,4885,1074,South Side Trail & S 4th St,1048,S 18th St & Sidney St,Customer
140926208,4/15/2022 10:52,4/15/2022 12:11,70855,4783,1074,South Side Trail & S 4th St,1048,S 18th St & Sidney St,Customer
140926642,4/15/2022 10:57,4/15/2022 11:15,70920,1056,1029,Alder St & S Highland Ave,1095,Schenley Dr & Forbes Ave (Schenley Plaza),Subscriber
140926995,4/15/2022 11:03,4/15/2022 11:22,70965,1161,1041,Fifth Ave & S Bouquet St,1041,Fifth Ave & S Bouquet St,Subscriber
140927207,4/15/2022 11:06,4/15/2022 12:01,70906,3321,1013,Isabella St & Federal St (PNC Park),,North Shore Trail & Fort Duquesne Bridge,Customer
140927296,4/15/2022 11:07,4/15/2022 12:01,70997,3229,1013,Isabella St & Federal St (PNC Park),,North Shore Trail & Fort Duquesne Bridge,Customer
140928007,4/15/2022 11:17,4/15/2022 11:22,71157,268,1095,Schenley Dr & Forbes Ave (Schenley Plaza),1095,Schenley Dr & Forbes Ave (Schenley Plaza),Subscriber
140928290,4/15/2022 11:21,4/15/2022 11:34,70246,767,1011,Fort Duquesne Blvd & 7th St,1061,33rd St & Penn Ave ,Subscriber
140928407,4/15/2022 11:22,4/15/2022 11:38,70943,906,1095,Schenley Dr & Forbes Ave (Schenley Plaza),1085,Eliza Furnace Trail at Swinburne St,Subscriber
140928516,4/15/2022 11:24,4/15/2022 11:39,70752,913,1011,Fort Duquesne Blvd & 7th St,1017,21st St & Penn Ave,Subscriber
140928571,4/15/2022 11:25,4/15/2022 12:47,70505,4943,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
140928587,4/15/2022 11:25,4/15/2022 12:40,70515,4534,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
140929591,4/15/2022 11:39,4/15/2022 12:37,70857,3461,1024,S Negley Ave & Baum Blvd,1024,S Negley Ave & Baum Blvd,Customer
140929836,4/15/2022 11:43,4/15/2022 12:37,71159,3257,1024,S Negley Ave & Baum Blvd,1024,S Negley Ave & Baum Blvd,Customer
140929849,4/15/2022 11:43,4/15/2022 12:09,70943,1562,1085,Eliza Furnace Trail at Swinburne St,1085,Eliza Furnace Trail at Swinburne St,Subscriber
140930058,4/15/2022 11:45,4/15/2022 11:55,70753,574,,BIKE 70753,1095,Schenley Dr & Forbes Ave (Schenley Plaza),Subscriber
140930474,4/15/2022 11:51,4/15/2022 12:58,70737,4002,1000,Liberty Ave & Stanwix St,,North Shore Trail & Fort Duquesne Bridge,Customer
140930500,4/15/2022 11:52,4/15/2022 12:41,70971,2979,,North Shore Trail & Fort Duquesne Bridge,1045,S 27th St & Sidney St. (Southside Works),Customer
140930530,4/15/2022 11:52,4/15/2022 12:41,70572,2944,,North Shore Trail & Fort Duquesne Bridge,1045,S 27th St & Sidney St. (Southside Works),Customer
140930545,4/15/2022 11:52,4/15/2022 12:45,70544,3162,,North Shore Trail & Fort Duquesne Bridge,1045,S 27th St & Sidney St. (Southside Works),Customer
140930569,4/15/2022 11:53,4/15/2022 12:42,70914,2930,,North Shore Trail & Fort Duquesne Bridge,1045,S 27th St & Sidney St. (Southside Works),Customer
140930611,4/15/2022 11:54,4/15/2022 12:56,70923,3759,1000,Liberty Ave & Stanwix St,,North Shore Trail & Fort Duquesne Bridge,Subscriber
140931039,4/15/2022 12:00,4/15/2022 12:56,70983,3384,1001,Forbes Ave & Market Square,,North Shore Trail & Fort Duquesne Bridge,Customer
140931301,4/15/2022 12:04,4/15/2022 12:57,71188,3182,49691,Liberty Ave & 6th St,,North Shore Trail & Fort Duquesne Bridge,Customer
140931310,4/15/2022 12:04,4/15/2022 12:24,70528,1190,1025,Penn Ave & N Fairmount St,1059,Burns White Center at 3 Crossings,Customer
140931322,4/15/2022 12:04,4/15/2022 13:03,70944,3536,49691,Liberty Ave & 6th St,,North Shore Trail & Fort Duquesne Bridge,Customer
140931340,4/15/2022 12:04,4/15/2022 14:08,70610,7427,49801,Microsoft,,North Shore Trail & Fort Duquesne Bridge,Subscriber
140931545,4/15/2022 12:08,4/15/2022 12:46,70767,2305,1074,South Side Trail & S 4th St,1074,South Side Trail & S 4th St,Customer
140931547,4/15/2022 12:08,4/15/2022 12:50,70940,2532,1074,South Side Trail & S 4th St,1074,South Side Trail & S 4th St,Customer
140931606,4/15/2022 12:09,4/15/2022 13:03,70815,3253,1001,Forbes Ave & Market Square,,North Shore Trail & Fort Duquesne Bridge,Customer
140931653,4/15/2022 12:09,4/15/2022 14:08,70260,7113,49801,Microsoft,,North Shore Trail & Fort Duquesne Bridge,Customer
140932336,4/15/2022 12:20,4/15/2022 14:22,70339,7347,1011,Fort Duquesne Blvd & 7th St,1011,Fort Duquesne Blvd & 7th St,Customer
140932564,4/15/2022 12:24,4/15/2022 14:26,70707,7346,1082,W Station Square Dr & Bessemer Court,1084,Hot Metal St & Tunnel Blvd,Customer
140932633,4/15/2022 12:24,4/15/2022 14:26,71223,7292,1082,W Station Square Dr & Bessemer Court,1084,Hot Metal St & Tunnel Blvd,Customer
140932695,4/15/2022 12:26,4/15/2022 12:32,70965,398,1041,Fifth Ave & S Bouquet St,,BIKE 70965,Subscriber
140932869,4/15/2022 12:29,4/15/2022 12:44,70752,901,1017,21st St & Penn Ave,49801,Microsoft,Subscriber
140932903,4/15/2022 12:29,4/15/2022 14:20,71216,6659,1011,Fort Duquesne Blvd & 7th St,1011,Fort Duquesne Blvd & 7th St,Customer
140933136,4/15/2022 12:34,4/15/2022 14:05,70442,5438,1004,First Ave & B St (T Station),1001,Forbes Ave & Market Square,Customer
140933249,4/15/2022 12:36,4/15/2022 14:06,70595,5372,1004,First Ave & B St (T Station),1001,Forbes Ave & Market Square,Customer
140933405,4/15/2022 12:39,4/15/2022 13:29,70827,3054,1048,S 18th St & Sidney St,,North Shore Trail & Fort Duquesne Bridge,Subscriber
140933424,4/15/2022 12:39,4/15/2022 13:52,70703,4395,1004,First Ave & B St (T Station),1001,Forbes Ave & Market Square,Customer
140933433,4/15/2022 12:39,4/15/2022 13:30,70554,3042,1048,S 18th St & Sidney St,,North Shore Trail & Fort Duquesne Bridge,Customer
140933466,4/15/2022 12:40,4/15/2022 13:51,70852,4314,1004,First Ave & B St (T Station),1001,Forbes Ave & Market Square,Customer
140933666,4/15/2022 12:43,4/15/2022 12:49,70750,351,1095,Schenley Dr & Forbes Ave (Schenley Plaza),,BIKE 70750,Subscriber
140933810,4/15/2022 12:45,4/15/2022 13:00,70859,938,1017,21st St & Penn Ave,1013,Isabella St & Federal St (PNC Park),Subscriber
140933898,4/15/2022 12:46,4/15/2022 15:14,70906,8875,,North Shore Trail & Fort Duquesne Bridge,,North Shore Trail & Fort Duquesne Bridge,Customer
140933907,4/15/2022 12:46,4/15/2022 15:13,70573,8801,,North Shore Trail & Fort Duquesne Bridge,,North Shore Trail & Fort Duquesne Bridge,Customer
140934198,4/15/2022 12:51,4/15/2022 13:19,70898,1628,1095,Schenley Dr & Forbes Ave (Schenley Plaza),1019,42nd St & Butler St,Customer
140934501,4/15/2022 12:56,4/15/2022 14:16,71209,4782,1048,S 18th St & Sidney St,1048,S 18th St & Sidney St,Customer
140934556,4/15/2022 12:57,4/15/2022 14:15,70966,4718,1048,S 18th St & Sidney St,1048,S 18th St & Sidney St,Customer
140934734,4/15/2022 13:00,4/15/2022 13:37,70505,2245,1000,Liberty Ave & Stanwix St,1072,Glasshouse,Customer
140934896,4/15/2022 13:02,4/15/2022 13:37,70676,2107,1048,S 18th St & Sidney St,1001,Forbes Ave & Market Square,Customer
140935579,4/15/2022 13:12,4/15/2022 13:14,70859,90,1013,Isabella St & Federal St (PNC Park),1013,Isabella St & Federal St (PNC Park),Subscriber
140935750,4/15/2022 13:15,4/15/2022 13:37,70823,1337,1013,Isabella St & Federal St (PNC Park),,North Shore Trail & Fort Duquesne Bridge,Subscriber
140935775,4/15/2022 13:15,4/15/2022 13:31,70417,960,1072,Glasshouse,1072,Glasshouse,Customer
140936006,4/15/2022 13:19,4/15/2022 13:44,71192,1497,1085,Eliza Furnace Trail at Swinburne St,1005,Forbes Ave & Grant St,Customer
140936010,4/15/2022 13:19,4/15/2022 13:44,70943,1492,1085,Eliza Furnace Trail at Swinburne St,1005,Forbes Ave & Grant St,Customer
140936347,4/15/2022 13:24,4/15/2022 14:42,71159,4674,1024,S Negley Ave & Baum Blvd,1024,S Negley Ave & Baum Blvd,Customer
140936357,4/15/2022 13:25,4/15/2022 14:43,70632,4731,1024,S Negley Ave & Baum Blvd,1024,S Negley Ave & Baum Blvd,Customer
140936369,4/15/2022 13:25,4/15/2022 14:43,70857,4701,1024,S Negley Ave & Baum Blvd,1024,S Negley Ave & Baum Blvd,Customer
140936430,4/15/2022 13:26,4/15/2022 14:43,70517,4623,1024,S Negley Ave & Baum Blvd,1024,S Negley Ave & Baum Blvd,Customer
140936663,4/15/2022 13:30,4/15/2022 15:01,71213,5486,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Customer
